,budget,genres,id,keywords,popularity,release_month,revenue,runtime,title,vote_average,vote_count,won,genre_weight,profit
1336,37000000,Drama|Family,62837,dolphin|boy|trap|summer|tail,6.638389999999999,9,95404397,113.0,Dolphin Tale,6.7,163,0,0.37569060773480667,58404397
1337,37000000,Adventure|Fantasy|Drama|Romance,8966,soulmates|vampire|forbidden love|immortality|trust|desire|duringcreditsstinger|woman director|interspecies romance|based on young adult novel|fang vamp,127.084938,11,392616625,122.0,Twilight,5.8,3561,0,0.5303867403314917,355616625
1338,36000000,Drama|Thriller|Crime,8470,father son relationship|chicago|heart attack|kidnapping|heart disease|hostage-taking|hospital,27.465433,2,102244770,116.0,John Q,7.0,594,0,0.4696132596685083,66244770
1339,65000000,Action|Comedy|Crime,11001,robbery|diamant|police operation|police everyday life|thief|police officer|police station,16.865782,9,117758500,93.0,Blue Streak,6.1,352,0,0.18784530386740333,52758500
1340,37000000,Comedy|Crime,138832,mexico|police|gang|drug smuggling|drug|family,100.348805,8,269994119,110.0,We're the Millers,6.8,2972,0,0.15469613259668508,232994119
1341,36500000,Action|Fantasy|Science Fiction|Thriller,16911,based on novel|brother sister relationship|sword fight|spaceship|strugatsky|brainwashing|big city|girlfriend from china|hard to kill|outer space|testting|testing|head of state,2.785832,12,21834845,115.0,The Inhabited Island,5.3,23,0,0.16535122336227306,-14665155
1342,36000000,Drama|Action|Thriller,2163,california|bank|ransom|car breakdown|kidnapping|donut|highway|barn|vacation|stranded|deception|murder|suspense|redneck|diner|extortion|captive|car chase|desert|moving|trucker,9.176339,5,50159144,95.0,Breakdown,6.6,198,0,0.4419889502762431,14159144
1343,36000000,Adventure|Action|Thriller,36670,video game|spy|bahamas|british|stealing|scuba diving|scuba|british secret service,23.380757,10,160000000,134.0,Never Say Never Again,5.8,338,0,0.12154696132596685,124000000
1344,36000000,Science Fiction|Comedy|Adventure,23048,female nudity|one-night stand|time travel|time machine|incest overtones|hot tub|peter pan syndrome|forty something|skiing,33.926473,3,64572262,101.0,Hot Tub Time Machine,6.0,894,0,0.20402525651144432,28572262
1345,36000000,Family|Drama,227735,dolphin|aquarium|swimming,6.967857,9,52424533,107.0,Dolphin Tale 2,6.7,96,0,0.37569060773480667,16424533
1346,42000000,Thriller,2155,prison|robbery|role reversal|extramarital affair,11.470135,2,32168970,124.0,Reindeer Games,5.4,173,0,0.049723756906077346,-9831030
1347,36000000,Action|Drama,8409,repayment|arbitrary law|cop|loss of wife,19.854932,4,44350926,109.0,A Man Apart,5.8,258,0,0.39226519337016574,8350926
1348,37000000,Drama|Comedy|Romance,222936,love triangle|hawaii|satellite|military|duringcreditsstinger|communication,29.652535999999998,5,26250020,105.0,Aloha,5.2,692,0,0.574585635359116,-10749980
1349,0,History|Drama,31908,assassin|widow|trial|civil rights|activist,8.102925,12,0,130.0,Ghosts of Mississippi,6.2,40,0,0.4530386740331492,0
1350,0,Drama|Romance,10219,journalist|japanese|wife|fisherman|war|bias|trial|washington state|japanese american,2.79483,12,0,127.0,Snow Falling on Cedars,6.3,32,0,0.48066298342541436,0
1351,37000000,Drama|Thriller|Horror,48171,vatican|violinist|hospital|miscarriage|exorcist|roman catholic|seminary|limp|toad|clergy|formalin|walking cane,11.492474000000001,1,96047633,114.0,The Rite,5.8,556,0,0.48026835043409627,59047633
1352,36000000,Thriller|Science Fiction|Mystery|Romance,782,paraplegic|suicide attempt|cheating|dna|spaceman|new identity|heart disease|false identity|blood sample|biotechnology|space mission|dystopia|investigation|genetics|hostility|exercise|eugenics|dystopic future,70.398356,9,12532777,106.0,Gattaca,7.5,1808,0,0.24822415153906865,-23467223
1353,36000000,Drama|Comedy,75531,autism|based on article,1.068453,1,3003296,95.0,Isn't She Great,4.6,14,0,0.4530386740331492,-32996704
1354,37000000,Animation|Family,11802,space marine|chimp|space|aftercreditsstinger,6.293216999999999,7,63800345,81.0,Space Chimps,5.2,99,0,0.08800315706393053,26800345
1355,0,Comedy,9776,usa|black people|usa president|presidential election|election campaign,3.4571940000000003,1,0,95.0,Head of State,5.3,71,0,0.09392265193370165,0
1356,35000000,Comedy,18785,underwear|tiger|stag night|hangover|lost weekend|bag over head|chapel|hit with tire iron|memory loss|las vegas|duringcreditsstinger|elevator,82.21166,6,459270619,100.0,The Hangover,7.2,6173,0,0.09392265193370165,424270619
1357,36000000,Action|Drama|History,365222,biography,19.167377,12,156844753,105.0,Ip Man 3,6.5,379,0,0.4861878453038674,120844753
1358,33000000,Adventure|Comedy|Crime|Science Fiction,817,saving the world|moon|submarine|clone|spy|cia|showdown|android|usa president|exotic island|cat|lasergun|nasa|undercover|space marine|car journey|auto|time travel|supermodel|single|aftercreditsstinger|duringcreditsstinger,18.316151,6,310940086,95.0,Austin Powers: The Spy Who Shagged Me,6.2,1011,0,0.26479873717442776,277940086
1359,35000000,Fantasy|Action,268,double life|dc comics|dual identity|chemical|crime fighter|fictional place|gotham city|superhero|super powers,44.104469,6,411348924,126.0,Batman,7.0,2096,0,0.04419889502762431,376348924
1360,0,Drama,45054,spanish civil war|priest|independent film|catholic|dying|saint|martyrdom,6.668678999999999,3,0,112.0,There Be Dragons,5.9,27,0,0.35911602209944754,0
1361,35000000,Adventure|Action|Comedy|Thriller|Crime,943,rookie cop|dog biscuit|shooting practice|sitting on a toilet|judo throw|police psychologist|buddy cop|firing range|aftercreditsstinger,36.172182,5,321731527,118.0,Lethal Weapon 3,6.4,811,0,0.27624309392265195,286731527
1362,29000000,Drama,22881,american football|adoption|education|private school|sport|american football player|duringcreditsstinger,25.767395,11,309208309,129.0,The Blind Side,7.2,1597,0,0.35911602209944754,280208309
1363,35000000,Action|Comedy|Family|Adventure,10054,double life|parents kids relationship|brother sister relationship|loss of parents|secret agent|robot,21.543389,3,147934180,88.0,Spy Kids,5.5,867,0,0.1823204419889503,112934180
1364,35000000,Comedy|Crime,51540,conspiracy of murder|bad boss|employee|death of father|stakeout|duringcreditsstinger,50.309843,7,117000000,98.0,Horrible Bosses,6.5,2277,0,0.15469613259668508,82000000
1365,38000000,Drama|Adventure|Western,44264,loss of father|father murder|texas ranger|alcoholism|betrayal,49.292384000000006,12,252276927,110.0,True Grit,7.2,1668,0,0.40883977900552493,214276927
1366,35000000,Comedy|Drama|Romance,350,paris|journalist|journalism|world of fasion|fashion journal|assistant|job entrant|job interview|editor-in-chief,83.89325699999999,6,326551094,109.0,The Devil Wears Prada,7.0,3088,0,0.574585635359116,291551094
1367,35000000,Science Fiction|Adventure|Mystery,152,artificial intelligence|uss enterprise|starfleet|san francisco|self sacrifice|spacecraft|klingon|vulcan|space opera,24.616634,12,139000000,132.0,Star Trek: The Motion Picture,6.2,530,0,0.11562746645619572,104000000
1368,35000000,Comedy|Crime,109431,,34.005726,2,173965010,111.0,Identity Thief,5.6,1645,0,0.15469613259668508,138965010
1369,35000000,Crime|Thriller,1598,prison|child abuse|rape|small town|daughter|police|revenge|lawyer|cigar smoking|fear|dog|rapist,27.714043,11,182300000,128.0,Cape Fear,7.0,675,0,0.11049723756906077,147300000
1370,35000000,Drama|Crime,8065,gambling|card game|professor|harvard university|cohabitant|college|girlfriend|studies|dormitory|friendship|blackjack,45.149947999999995,3,69823199,123.0,21,6.5,1375,0,0.419889502762431,34823199
1371,35000000,Comedy,271718,alcohol|one-night stand,72.774941,7,140795793,125.0,Trainwreck,5.9,1181,0,0.09392265193370165,105795793
1372,35000000,Comedy|Romance,11638,black people|jealousy|parents-in-law|trouble|fiancée,3.74263,3,68915888,105.0,Guess Who,5.5,225,0,0.2154696132596685,33915888
1374,35000000,Crime|Drama|Mystery|Thriller,2118,corruption|detective|shotgun|morgue|f word|domestic violence|corpse|crime|district attorney|bandage|movie star|man with glasses|knife in thigh|good cop bad cop|switchblade|call girl|1950s|falsifying,24.860326,9,126216940,138.0,L.A. Confidential,7.7,1310,0,0.47513812154696133,91216940
1375,35000000,Adventure|Comedy|Family,11459,hero|loyalty|mockery|supernatural powers|high school|mission|super powers|teen superheroes,11.041659,7,86369815,100.0,Sky High,5.8,550,0,0.14917127071823205,51369815
1376,35000000,Comedy|Romance,10806,gay|homophobia|coming out|lgbt,11.897925,9,0,90.0,In & Out,6.3,177,0,0.2154696132596685,-35000000
1377,35000000,Science Fiction|Horror|Action,9348,telepathy|dna|paranoia|genetics|instinct|femme fatale|alien|on the run|decapitation|sexual attraction|los angeles|cocoon|genetic engineering|scientists|alien dna,23.607070999999998,7,113374103,108.0,Species,5.5,453,0,0.17600631412786105,78374103
1378,1800000,Horror,377,child murderer|sleep|nightmare|supernatural|slasher|teenager|trapped|alcoholic|boiler room|booby trap|disfigurement|medical test|dreams,38.204158,11,25504513,91.0,A Nightmare on Elm Street,7.2,1180,0,0.07142857142857141,23704513
1379,33000000,Horror|Science Fiction|Thriller,8843,drowning|therapist|virtual reality|serial killer|psychopathy|fbi agent,25.413954999999998,8,104155843,107.0,The Cell,6.0,436,0,0.19258089976322018,71155843
1380,0,Action|Adventure|Drama,9313,france|swordplay|mask|musketeer,28.98027,3,0,132.0,The Man in the Iron Mask,6.3,1018,0,0.430939226519337,0
1381,35000000,Drama,39486,horse race|horseback riding|biography,9.525037,8,60251371,123.0,Secretariat,6.8,103,0,0.35911602209944754,25251371
1382,34000000,Adventure|Animation|Comedy|Family,1273,new york|brother brother relationship|journalist|martial arts|crime fighter|secret identity|mutant|turtle|love|based on comic book|reunion|brother against brother,18.39217,3,95608995,90.0,TMNT,6.0,345,0,0.22059984214680345,61608995
1383,32000000,Drama,13920,biography|friendship|sport,9.254647,10,52277485,109.0,Radio,6.8,141,0,0.35911602209944754,20277485
1384,35000000,Romance|Comedy,50544,funeral|friends|hospital|aftercreditsstinger|duringcreditsstinger,40.526587,7,150483765,109.0,Friends with Benefits,6.5,2237,0,0.2154696132596685,115483765
1385,35000000,Comedy,325133,alcohol|college|party|sequel|sorority|neighbor|family|fraternity|bathroom humor,50.179171000000004,5,108758521,91.0,Neighbors 2: Sorority Rising,5.6,1462,0,0.09392265193370165,73758521
1386,35000000,Comedy|Drama|History,140823,biography|animation|writer|moviemaking,31.957946999999997,11,112544580,125.0,Saving Mr. Banks,7.3,1226,0,0.5469613259668509,77544580
1387,34000000,Drama|History,1883,islam|new york|prison|assassination|ku klux klan|muslim|police brutality|beach|koran|jail guard|prison cell|bible|biography|martin luther king|nation of islam|civil rights movement |mekka|pilgrimage|cabriolet|police|historical figure|malcolm x,19.822791,11,48169908,202.0,Malcolm X,7.2,370,0,0.4530386740331492,14169908
1388,35000000,Comedy,89492,wife husband relationship|children|family relationships|duringcreditsstinger,38.429648,12,88058786,134.0,This Is 40,5.6,896,0,0.09392265193370165,53058786
1389,35000000,Comedy|Family,22949,japanese|camp|best friend|co-worker|kids|duringcreditsstinger|sports marketing firm,13.707842999999999,11,92219310,88.0,Old Dogs,5.2,210,0,0.11049723756906077,57219310
1390,35000000,Fantasy|Action|Adventure|Science Fiction|Thriller,12437,prison|underworld|slavery|castle|vampire|war|werewolf|battle|slave|dungeon|fang vamp,51.927471000000004,1,91353501,92.0,Underworld: Rise of the Lycans,6.2,1428,0,0.20402525651144432,56353501
1391,35000000,Comedy,2959,new love|ten commandments|bride|bridegroom|marriage|relation|partnership|civil registry office|priest|wedding|church,14.503568,7,69307224,91.0,License to Wed,5.2,253,0,0.09392265193370165,34307224
1392,0,Comedy,9957,baseball|pizza|sport|paperboy|team|homerun|video store,6.74556,4,0,80.0,The Benchwarmers,5.2,242,0,0.09392265193370165,0
1393,30000000,Comedy|Romance,11648,sister sister relationship|make a match|single|children|teacher|dating|divorce|pet dog|computer dating|internet dating|wooden boats,11.120167,7,58405313,98.0,Must Love Dogs,5.8,140,0,0.2154696132596685,28405313
1394,35000000,Crime|Drama|Thriller,9366,undercover|colombia|mafia|mobster|dirty cop|informant|stealing money|marriage counselor|shaving cream|playing cards,40.370442,2,41954997,127.0,Donnie Brasco,7.4,1147,0,0.4696132596685083,6954997
1395,33000000,Horror|Action|Science Fiction,1576,undercover|mutant|dystopia|conspiracy|zombie|based on video game,40.715623,3,102984862,100.0,Resident Evil,6.4,2065,0,0.17600631412786105,69984862
1396,10700000,Horror,609,medium|ghostbuster|poltergeist|haunted house|dying and death|family relationships|good vs evil|paranormal phenomena|power of goodness|parent-child bond|haunted,36.230204,6,122200000,114.0,Poltergeist,7.0,794,0,0.07142857142857141,111500000
1397,0,Comedy|Crime|Thriller,5516,church choir|hiding place|garbage|duringcreditsstinger,23.666229,3,0,104.0,The Ladykillers,6.0,415,0,0.2044198895027624,0
1398,35000000,Action,13051,assassin|based on video game|aftercreditsstinger,25.903237,10,85416905,100.0,Max Payne,5.2,613,0,0.03314917127071823,50416905
1399,40000000,Action|Thriller|Science Fiction,49530,bank|future|time|dystopia|race against time|immortality|on the run|class differences|cops and robbers |rich vs poor,60.231381999999996,10,173930596,109.0,In Time,6.7,3417,0,0.154301499605367,133930596
1400,35000000,Comedy|Romance,34806,kiss|sperm bank|romantic comedy|male female relationship|doctor|pregnancy|single mother|artificial insemination|motherhood|duringcreditsstinger,18.382920000000002,4,77477008,106.0,The Back-Up Plan,5.7,458,0,0.2154696132596685,42477008
1401,35000000,Comedy|Drama|Romance,49022,new york|alcohol|based on novel|secret|cheating|birthday|destroy|friends|crush|lawyer|best friend|wedding|pregnancy|relationship|celebration|roses|lying|flashback|engaged|loyal|liaison|confidant,14.029012,5,59901913,112.0,Something Borrowed,5.9,296,0,0.574585635359116,24901913
1402,0,Adventure|Comedy|Fantasy,11469,england|black people|medallion|castle|time travel|leap in time|knight|impostor|king|middle ages|imposture|medieval times,15.913782999999999,11,0,95.0,Black Knight,5.1,287,0,0.143646408839779,0
1403,35000000,Comedy|Family,23479,baseball|sport|little league,6.889633,4,35323292,102.0,The Bad News Bears,6.9,97,0,0.11049723756906077,323292
1404,35000000,Action|Adventure|Thriller,11667,dictator|martial arts|hostage|liberation of hostage|hostage-taking|street fighter|united nations|based on video game,19.286099,12,99423521,102.0,Street Fighter,4.1,325,0,0.12154696132596685,64423521
1405,35000000,Drama|War,423,individual|resistance|radio station|war crimes|loss of family|child murderer|hunger|world war ii|prisoners of war|homeland|deportation|hiding place|ghetto riot|jew persecution|liberation|warsaw ghetto|polish resistance|nazis|biography|classical music|panzer|pianist,50.587540999999995,9,120072577,150.0,The Pianist,8.0,1864,0,0.419889502762431,85072577
1406,35000000,Drama|History,2447,jesus christ|bible|three kings|archangel gabriel|christian|blessed hope|wise men|woman director,3.721272,12,0,101.0,The Nativity Story,6.4,35,0,0.4530386740331492,-35000000
1407,40000000,Horror,10066,american football|traffic jam|remake|murder|suspense|wax museum|teenager|group of friends|ghost town|wax,17.157738000000002,4,68766121,113.0,House of Wax,5.5,677,0,0.07142857142857141,28766121
1408,27000000,Drama|Romance,2288,father son relationship|love at first sight|photographer|loss of lover|cheating|lie|forbidden love|tea|lover|kiss|photography|secret love|times square|liar|sexchat|based on play|death of father|falling in love,22.636908,12,115505027,104.0,Closer,6.7,811,0,0.48066298342541436,88505027
1409,35000000,Drama|Crime|History,88794,biography|historical figure|fbi director,28.069419,11,84606030,137.0,J. Edgar,6.0,741,0,0.5138121546961326,49606030
1410,35000000,Horror|Mystery|Thriller,13515,schizophrenia|night watchman|subway|hallucination|alcoholism|ex-cop|possession|morgue|rural setting|medication|demon|psychiatrist|mirror|estranged wife|nypd|evil|newspaper clipping,19.774542999999998,8,72436439,110.0,Mirrors,6.0,485,0,0.1266771902131018,37436439
1411,35000000,Drama|Fantasy|Horror,11979,queen|rock star|secret society|vampire|light|bite|music|spontaneous combustion|fatal attraction|fang vamp,11.644243,2,45479110,101.0,Queen of the Damned,5.4,239,0,0.44159431728492504,10479110
1412,35000000,Science Fiction|Action|Thriller,169,predator|war on drugs|extraterrestrial technology|los angeles|invisible,27.934978000000005,11,57120318,108.0,Predator 2,5.9,730,0,0.154301499605367,22120318
1413,35000000,Drama,8090,suicide|fbi|kidnapping|snuff|sadism|investigation|police|psychopath|webcam|website|murder|serial killer|internet|torture|violence|voyeur,12.677505,1,32483410,101.0,Untraceable,5.9,238,0,0.35911602209944754,-2516590
1414,35000000,Comedy|Romance,11622,isolation|atomic bomb|bunker|shelter,8.737058,2,40263020,112.0,Blast from the Past,6.3,245,0,0.2154696132596685,5263020
1415,35000000,Science Fiction,3604,emperor|solar eclipse|prince|tv duel|fighter|deception|hood|scientist|sword and planet,12.343507,9,27107960,111.0,Flash Gordon,6.1,233,0,0.07142857142857141,-7892040
1416,35000000,Comedy|Romance,9541,yuppie|daughter|loss of wife,14.699342000000001,3,36098382,102.0,Jersey Girl,5.8,325,0,0.2154696132596685,1098382
1417,45000000,Action|Thriller|Crime|Mystery,94348,ex military,14.513243,10,30353232,101.0,Alex Cross,5.1,300,0,0.14917127071823205,-14646768
1418,35000000,Crime|Drama|Mystery|Thriller,8197,drag queen|voodoo|savannah,5.525544,11,25105255,155.0,Midnight in the Garden of Good and Evil,6.3,157,0,0.47513812154696133,-9894745
1419,8900000,Crime|Action|Thriller,336004,casino|robbery|bus hijacking|heist,15.079993,11,4100000,93.0,Heist,5.6,318,0,0.143646408839779,-4800000
1420,35000000,Comedy|Fantasy,35019,nanny|fantasy|children|aftercreditsstinger|duringcreditsstinger|woman director,23.835055,3,93246388,109.0,Nanny McPhee and the Big Bang,6.0,436,0,0.10497237569060773,58246388
1421,35000000,Crime|History,10410,policy and organisations|power|trade union|gangster,5.926966,12,0,140.0,Hoffa,6.1,81,0,0.15469613259668508,-35000000
1422,30000000,Drama|Mystery|Science Fiction|Thriller,8836,extraterrestrial technology|fbi|alien|fbi agent|duringcreditsstinger,25.454549,7,68369434,104.0,The X Files: I Want to Believe,5.5,523,0,0.4857932123125493,38369434
1423,31000000,Family|Fantasy|Comedy,14442,elves|based on novel|magic|fairy|prince|fairy tale|spell|fantasy world|giant|ogre|obedience|fairy godmother|elf,22.71592,4,27388767,96.0,Ella Enchanted,5.9,437,0,0.12154696132596685,-3611233
1424,35000000,Drama,321741,american football|concussion|biography|professional sports|brain damage|sports injury|nfl|medical drama|human brain,35.120736,11,50363790,123.0,Concussion,7.0,823,0,0.35911602209944754,15363790
1425,35000000,Thriller|Action|Mystery,59965,cia|airport|hero|fight|kidnapping|time bomb|training|webcam|website|party|on the run|hospital|train|teenager,19.893646,9,82087155,106.0,Abduction,5.6,961,0,0.08839779005524862,47087155
1426,35000000,Animation|Family|Adventure,14175,animation|animal|3d,14.051851999999998,3,19478106,76.0,Valiant,5.2,235,0,0.1266771902131018,-15521894
1427,35000000,Comedy|Drama,11004,adultery|robbery|based on novel|professor|college|police|party|liar|marijuana|writer|university|drug|dog,9.011728999999999,2,0,111.0,Wonder Boys,6.9,161,0,0.4530386740331492,-35000000
1428,35000000,Action|Comedy|Science Fiction,11918,anti hero|high school|dragonfly|superhero|radioactive|duringcreditsstinger,19.088655,3,25871834,85.0,Superhero Movie,4.9,379,0,0.1985003946329913,-9128166
1429,56000000,Thriller|Crime|Drama,98357,mayor|investigation|politics|ex-cop|revenge|double crossed|private detective,29.490057,1,19701164,109.0,Broken City,5.7,593,0,0.4696132596685083,-36298836
1430,35000000,Horror|Comedy,10012,brother sister relationship|bite|transformation|supernatural powers|werewolf,11.195592999999999,2,19294901,97.0,Cursed,5.1,167,0,0.16535122336227306,-15705099
1431,35000000,Crime|Action|Thriller,49526,new york|dirty cop|bicycle courier|duringcreditsstinger|race against the clock|cyclist|bike messenger,17.709888,8,31083599,91.0,Premium Rush,6.2,832,0,0.143646408839779,-3916401
1432,35000000,Action|Comedy|Crime,268920,texas|prisoner|cop|drug cartel|on the run|police officer|prisoner on the run|woman director,18.262017,5,51680201,87.0,Hot Pursuit,5.4,647,0,0.18784530386740333,16680201
1433,35000000,War|Adventure|Drama|Romance,9093,islam|sex|loyalty|bravery|army|revenge|honor|murder|escape|soldier|battle|church|violence|britain|slave|colonialism|military|imperialism,10.103639999999999,9,29882645,132.0,The Four Feathers,6.5,159,0,0.5801104972375691,-5117355
1434,35000000,Action|Crime,119283,professional thief|jewel robbery,28.670477,1,46216641,118.0,Parker,5.7,1455,0,0.09392265193370165,11216641
1435,31000000,Comedy|Romance,11823,tennis|new love|tennis player|australia|wimbledon,16.736734,9,41512007,98.0,Wimbledon,6.0,293,0,0.2154696132596685,10512007
1436,35000000,Comedy,35169,bear|animal|aftercreditsstinger|duringcreditsstinger|real estate|land developer|real estate developer,13.668632999999998,4,39340177,92.0,Furry Vengeance,4.6,149,0,0.09392265193370165,4340177
1437,30000000,Action|Horror|Thriller,118957,drowning|supermarket|shark attack|australian|flooding|australia|tsunami|gore|shark|flood|3d,9.780588,9,0,93.0,Bait,5.3,191,0,0.154301499605367,-30000000
1438,27000000,Fantasy|Action|Adventure,849,kingdom|lightsaber|cult favorite|dead body|magical object|fortress|doppelganger|cyclops|changeling,9.904881,7,16519460,117.0,Krull,5.8,129,0,0.08287292817679558,-10480540
1439,35000000,Action|Adventure|Drama|History,4515,journalist|terrorist|war against terror|externally controlled action|manipulation|propaganda|manipulation of the media|future|afghanistan|political negotiations|war|past|war in afghanistan,9.789027,10,63215872,92.0,Lions for Lambs,6.0,216,0,0.5248618784530387,28215872
1440,35000000,Action|Adventure|Drama|Thriller,18886,bomber|vietnam war|u.s. navy|aviation|combat|bombing,6.81729,1,0,115.0,Flight of the Intruder,5.7,31,0,0.48066298342541436,-35000000
1441,35000000,Comedy|Music,6575,music record|rock and roll|pop|hip-hop|fab four|blues|pop star|rapper|record producer|rock|music|music instrument|wedding|extramarital affair|aftercreditsstinger,10.73522,12,18317151,96.0,Walk Hard: The Dewey Cox Story,6.6,212,0,0.13812154696132595,-16682849
1442,0,Drama|Romance,6440,sex|adultery|based on novel|fishing|isolation|kidnapping|newfoundland|survival|reporter|drunk,11.1399,12,0,111.0,The Shipping News,6.4,108,0,0.48066298342541436,0
1443,35000000,Action|Western,13496,sheriff|horse|outlaw|jesse james|cole younger,6.727949000000001,8,13678913,94.0,American Outlaws,5.7,55,0,0.04419889502762431,-21321087
1444,35000000,Drama|History|Romance,18320,royal family|biography|royalty|period drama|queen victoria|prince albert|19th century|british monarchy,16.343317000000003,3,27409889,105.0,The Young Victoria,7.0,322,0,0.574585635359116,-7590111
1445,40000000,Action|Crime|Mystery|Thriller,22787,airplane|based on comic book|corpse|stich,14.818717999999999,9,12206028,101.0,Whiteout,5.3,220,0,0.14917127071823205,-27793972
1446,32000000,Drama|Fantasy,8967,philosophy|father son relationship|red hair|brother sister relationship|sun|telegram|tree|meteor|afterlife|death of a child|independent film|spirituality|outer space|dinosaur|voice over|very little dialogue|tarkovskyesque,43.862456,5,54674226,139.0,The Tree of Life,6.5,987,0,0.37016574585635365,22674226
1447,33000000,Action|Adventure|Thriller,37498,parking garage|freighter|fundraiser,2.706207,9,0,91.0,Knock Off,4.7,64,0,0.12154696132596685,-33000000
1448,35000000,Action|Drama|Thriller|Crime,144336,drug cartel|dea,27.903999,3,17508518,110.0,Sabotage,5.5,555,0,0.5027624309392265,-17491482
1449,35000000,Drama|Fantasy|Horror|Mystery|Romance|Thriller,9616,riddle|rome|vatican|secret organization|investigation|sin|repentance|priest|psychological thriller|violence|catholic church|sin eater|mentor protégé relationship|reference to god|suspicious death,3.746806,9,11560806,102.0,The Order,4.8,91,0,0.6183898973954223,-23439194
1450,20500000,Action|Crime,13056,broken neck|fbi agent|wall safe|trashed house|aerial shot|military dress uniform|vanity|flare|woman director,17.112498000000002,12,10089373,102.0,Punisher: War Zone,5.6,294,0,0.09392265193370165,-10410627
1451,35000000,Family|Fantasy|Comedy,14113,superhero|kids and family,10.304172,8,12506188,83.0,Zoom,4.9,135,0,0.12154696132596685,-22493812
1452,35000000,Adventure|Drama|Thriller,285783,1970s|skyscraper|based on true story|tightrope|planning|world trade center,37.335721,9,61181942,123.0,The Walk,6.9,1121,0,0.44751381215469616,26181942
1453,0,Fantasy|Family|Action,49478,american football|mythology|chinese food|kangaroo,0.9123950000000001,5,0,103.0,Warriors of Virtue,4.7,9,0,0.06077348066298342,0
1454,35000000,Comedy|Drama|Romance,9726,provence|wine cellar|vineyard|wine garden|wine|winegrower,16.782470999999997,9,42064105,118.0,A Good Year,6.5,357,0,0.574585635359116,7064105
1455,35000000,Drama,20763,step father|physical abuse|abuse,3.5034080000000003,2,4651977,114.0,Radio Flyer,6.6,53,0,0.35911602209944754,-30348023
1456,35000000,Action|Crime|Drama|Thriller,9702,juvenile prison|artist|jail|east l.a.|hood|gang|youth gang|racism|drug|mexican american|barrio|police shootout|cholo|lowrider,9.122828,2,0,180.0,Bound by Honor,7.7,115,0,0.5027624309392266,-35000000
1457,35000000,Action|Crime|Drama|Mystery|Thriller,9311,copenhagen|inuit|comet|arctic|snow,5.419181,2,0,121.0,Smilla's Sense of Snow,6.6,60,0,0.5082872928176796,-35000000
1458,35000000,Thriller|Crime|Romance,9280,paris|france|new identity|paparazzi|cannes,9.07278,11,16838910,114.0,Femme Fatale,6.2,142,0,0.23204419889502761,-18161090
1459,35000000,Action|History|War,26843,italy|middle east|resistance|world war ii|libya|benito mussolini|based on true story|guerrilla warfare,2.864979,4,0,173.0,Lion of the Desert,7.4,34,0,0.18784530386740333,-35000000
1460,35000000,War|Adventure|Drama|Romance,11876,italian|new love|provence|horse|exile,2.877488,9,15000000,135.0,The Horseman on the Roof,6.7,25,0,0.5801104972375691,-20000000
1461,38000000,Drama|War|Romance|Western,22267,civil war|friends|bush whacker|raid,5.516207,11,635096,138.0,Ride with the Devil,6.6,49,0,0.5524861878453039,-37364904
1462,0,Drama,45958,immigrant|illegal immigrant|chinese|single father,13.930763,10,25147786,148.0,Biutiful,7.0,291,0,0.35911602209944754,25147786
1463,35000000,Action|Comedy|Western|Crime,1969,mexico|bank robber|revenge|best friend|bank robbery|bank vault|steam locomotive,20.27704,1,10496317,93.0,Bandidas,5.8,307,0,0.19889502762430938,-24503683
1464,0,Drama|Crime,310706,,0.12673800000000002,5,0,100.0,Black Water Transit,0.0,0,0,0.419889502762431,0
1465,34000000,Action|Mystery|Science Fiction|Thriller,198663,based on novel|maze|post-apocalyptic|dystopia|escape|memory loss|erased memory|trapped|dystopic future|runner|based on young adult novel,131.815575,9,348319861,113.0,The Maze Runner,7.0,5371,0,0.15982636148382,314319861
1466,35000000,Comedy,239573,europe|business trip,16.832311999999998,3,14431253,91.0,Unfinished Business,5.0,320,0,0.09392265193370165,-20568747
1467,34000000,Drama|Romance,10436,upper class|new york|lover|countess|lawyer|19th century,9.133747,9,32255440,139.0,The Age of Innocence,7.0,169,0,0.48066298342541436,-1744560
1468,35000000,Drama|Adventure|Science Fiction|Romance,1381,brain tumor|operation|queen|love of one's life|surgeon|tree|dying and death|transience|immortality|maya civilization|monkey|conquest,24.606012,9,15304890,96.0,The Fountain,6.8,827,0,0.590765588003157,-19695110
1469,70000000,Action|Comedy|Thriller,2162,,3.2769120000000003,9,11263966,101.0,Chill Factor,5.3,29,0,0.17679558011049723,-58736034
1470,35000000,Action|Crime|Drama|Thriller,127493,taxi driver|thief|fbi agent,16.830184,5,2106557,96.0,Stolen,5.1,344,0,0.5027624309392266,-32893443
1471,41677699,Animation|Family,12429,mother|fish|cliff|father|mermaid|princess|anime,39.58676,7,187479518,100.0,Ponyo,7.5,926,0,0.08800315706393053,145801819
1472,34000000,Drama|Romance,228205,based on novel|art student|cowboy|injury|bull riding|romantic drama|young adult,41.946523,4,63013281,128.0,The Longest Ride,7.3,1064,0,0.48066298342541436,29013281
1473,75000000,Drama|Science Fiction|Thriller,2900,wife husband relationship|space travel|space|mission|pregnancy|astronaut,20.697556,8,19598588,109.0,The Astronaut's Wife,5.4,254,0,0.48026835043409627,-55401412
